"","Region","Modification","axisGroup","ModificationDifference","Cluster"
"1","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"2","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"3","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"4","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"5","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"6","UpstreamIntergenic","H3-3",-60,0,"cluster 1"
"7","UpstreamIntergenic","H3-3",-60,0,"cluster 2"
"8","UpstreamIntergenic","H3-3",-60,0,"cluster 2"
"9","UpstreamIntergenic","H3-3",-60,0,"cluster 2"
"10","UpstreamIntergenic","H3-3",-60,1,"cluster 3"
"11","UpstreamIntergenic","H3-3",-60,0,"cluster 4"
"12","UpstreamIntergenic","H3-3",-60,0,"cluster 4"
"13","UpstreamIntergenic","H3-3",-60,0,"cluster 4"
"14","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"15","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"16","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"17","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"18","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"19","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"20","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"21","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"22","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"23","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"24","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"25","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"26","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"27","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"28","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"29","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"30","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"31","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"32","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"33","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"34","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"35","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"36","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"37","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"38","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"39","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"40","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"41","UpstreamIntergenic","H3-3",-60,0,"cluster 5"
"42","UpstreamIntergenic","H3-3",-60,0.296596434359805,"cluster 6"
"43","UpstreamIntergenic","H3-3",-60,0,"cluster 6"
"44","UpstreamIntergenic","H3-3",-60,0,"cluster 6"
"45","UpstreamIntergenic","H3-3",-60,0.296596434359805,"cluster 6"
"46","UpstreamIntergenic","H3-3",-60,0.296596434359805,"cluster 6"
"47","UpstreamIntergenic","H3-3",-60,0,"cluster 6"
"48","UpstreamIntergenic","H3-3",-60,0.063049853372434,"cluster 7"
"49","UpstreamIntergenic","H3-3",-60,0.324251898168825,"cluster 8"
"50","UpstreamIntergenic","H3-3",-60,0.0843662296172073,"cluster 8"
"51","UpstreamIntergenic","H3-3",-60,0.324251898168825,"cluster 8"
"52","UpstreamIntergenic","H3-3",-60,0.324251898168825,"cluster 8"
"53","UpstreamIntergenic","H3-3",-60,0.324251898168825,"cluster 8"
"54","UpstreamIntergenic","H3-3",-60,0.324251898168825,"cluster 8"
"55","UpstreamIntergenic","H3-3",-60,0.408618127786033,"cluster 8"
"56","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"57","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"58","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"59","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"60","UpstreamIntergenic","H3-3",-60,0.408618127786033,"cluster 8"
"61","UpstreamIntergenic","H3-3",-60,0.408618127786033,"cluster 8"
"62","UpstreamIntergenic","H3-3",-60,0.408618127786033,"cluster 8"
"63","UpstreamIntergenic","H3-3",-60,0.408618127786033,"cluster 8"
"64","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"65","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"66","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"67","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"68","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"69","UpstreamIntergenic","H3-3",-60,0,"cluster 8"
"70","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"71","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"72","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"73","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"74","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"75","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"76","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"77","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"78","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"79","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"80","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"81","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"82","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"83","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"84","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"85","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"86","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"87","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"88","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"89","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"90","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"91","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"92","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"93","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"94","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"95","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"96","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"97","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"98","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"99","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"100","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"101","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"102","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"103","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"104","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"105","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"106","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"107","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"108","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"109","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"110","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"111","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"112","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"113","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"114","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"115","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"116","UpstreamIntergenic","H3-3",-60,0.832686980609418,"cluster 9"
"117","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"118","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"119","UpstreamIntergenic","H3-3",-60,0.0162534141758519,"cluster 9"
"120","UpstreamIntergenic","H3-3",-60,0.167313019390582,"cluster 9"
"121","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"122","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"123","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"124","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"125","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"126","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"127","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"128","UpstreamIntergenic","H3-3",-60,0.816433566433566,"cluster 9"
"129","UpstreamIntergenic","H3-3",-60,1,"cluster 9"
"130","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"131","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"132","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"133","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"134","UpstreamIntergenic","H3-3",-60,0,"cluster 9"
"135","UpstreamIntergenic","H3-3",-60,0.183566433566434,"cluster 9"
"136","UpstreamIntergenic","H3-3",-60,0,"cluster 10"
"137","UpstreamIntergenic","H3-3",-60,0,"cluster 11"
"138","UpstreamIntergenic","H3-3",-60,0,"cluster 12"
"139","UpstreamIntergenic","H3-3",-60,0,"cluster 15"
"140","UpstreamIntergenic","H3-3",-60,0,"cluster 17"
"141","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"142","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"143","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"144","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"145","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"146","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"147","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"148","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"149","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"150","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"151","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"152","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"153","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"154","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"155","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"156","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"157","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"158","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"159","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"160","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"161","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"162","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"163","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"164","UpstreamIntergenic","H3-3",-60,0.141113976138923,"cluster 18"
"165","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"166","UpstreamIntergenic","H3-3",-60,0.142268813178585,"cluster 18"
"167","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"168","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"169","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"170","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"171","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"172","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"173","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"174","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"175","UpstreamIntergenic","H3-3",-60,0.283382789317507,"cluster 18"
"176","UpstreamIntergenic","H3-3",-60,0,"cluster 18"
"177","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"178","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"179","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"180","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"181","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"182","UpstreamIntergenic","H3-3",-60,0,"cluster 19"
"183","UpstreamIntergenic","H3-3",-60,0.140864239537258,"cluster 20"
"184","UpstreamIntergenic","H3-3",-60,0,"cluster 21"
"185","UpstreamIntergenic","H3-3",-60,0,"cluster 22"
"186","UpstreamIntergenic","H3-3",-60,0.298555377207063,"cluster 22"
"187","UpstreamIntergenic","H3-3",-60,0.298555377207063,"cluster 22"
"188","UpstreamIntergenic","H3-3",-60,0,"cluster 23"
"189","UpstreamIntergenic","H3-3",-60,0,"cluster 23"
"190","UpstreamIntergenic","H3-3",-60,0,"cluster 23"
"191","UpstreamIntergenic","H3-3",-60,0,"cluster 24"
"192","UpstreamIntergenic","H3-3",-60,0.213978494623656,"cluster 25"
"193","UpstreamIntergenic","H3-3",-60,0.213978494623656,"cluster 25"
"194","UpstreamIntergenic","H3-3",-60,0.213978494623656,"cluster 25"
"195","UpstreamIntergenic","H3-3",-60,0.213978494623656,"cluster 25"
"196","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"197","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"198","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"199","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"200","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"201","UpstreamIntergenic","H3-3",-60,0,"cluster 25"
"202","UpstreamIntergenic","H3-3",-60,0,"cluster 26"
"203","UpstreamIntergenic","H3-3",-60,1,"cluster 26"
"204","UpstreamIntergenic","H3-3",-60,1,"cluster 26"
"205","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"206","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"207","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"208","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"209","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"210","UpstreamIntergenic","H3-3",-60,0,"cluster 27"
"211","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"212","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"213","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"214","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"215","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"216","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"217","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"218","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"219","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"220","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"221","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"222","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"223","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"224","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"225","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"226","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"227","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"228","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"229","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"230","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"231","UpstreamIntergenic","H3-3",-60,0,"cluster 28"
"232","UpstreamIntergenic","H3-3",-60,0,"cluster 29"
"233","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"234","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"235","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"236","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"237","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"238","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"239","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"240","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"241","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"242","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"243","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"244","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"245","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"246","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"247","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"248","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"249","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"250","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"251","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"252","UpstreamIntergenic","H3-3",-60,0,"cluster 30"
"253","UpstreamIntergenic","H3-3",-60,0.462380300957592,"cluster 30"
"254","UpstreamIntergenic","H3-3",-60,0,"cluster 31"
"255","UpstreamIntergenic","H3-3",-60,0,"cluster 31"
"256","UpstreamIntergenic","H3-3",-60,0,"cluster 31"
"257","UpstreamIntergenic","H3-3",-60,0,"cluster 32"
"258","UpstreamIntergenic","H3-3",-60,0,"cluster 32"
"259","UpstreamIntergenic","H3-3",-60,0,"cluster 32"
"260","UpstreamIntergenic","H3-3",-60,0,"cluster 33"
"261","Promotor1000","H3-3",-40,0,"cluster 1"
"262","Promotor1000","H3-3",-40,0,"cluster 1"
"263","Promotor1000","H3-3",-40,0.194,"cluster 1"
"264","Promotor1000","H3-3",-40,0,"cluster 1"
"265","Promotor1000","H3-3",-40,0.194,"cluster 1"
"266","Promotor1000","H3-3",-40,0.194,"cluster 1"
"267","Promotor1000","H3-3",-40,0.375,"cluster 2"
"268","Promotor1000","H3-3",-40,0.219,"cluster 2"
"269","Promotor1000","H3-3",-40,0.156,"cluster 2"
"270","Promotor1000","H3-3",-40,0.4,"cluster 3"
"271","Promotor1000","H3-3",-40,0.5,"cluster 4"
"272","Promotor1000","H3-3",-40,0.333,"cluster 4"
"273","Promotor1000","H3-3",-40,0.167,"cluster 4"
"274","Promotor1000","H3-3",-40,0,"cluster 5"
"275","Promotor1000","H3-3",-40,0,"cluster 5"
"276","Promotor1000","H3-3",-40,0,"cluster 5"
"277","Promotor1000","H3-3",-40,0,"cluster 5"
"278","Promotor1000","H3-3",-40,0,"cluster 5"
"279","Promotor1000","H3-3",-40,0,"cluster 5"
"280","Promotor1000","H3-3",-40,0,"cluster 5"
"281","Promotor1000","H3-3",-40,0,"cluster 5"
"282","Promotor1000","H3-3",-40,0,"cluster 5"
"283","Promotor1000","H3-3",-40,0,"cluster 5"
"284","Promotor1000","H3-3",-40,0,"cluster 5"
"285","Promotor1000","H3-3",-40,0,"cluster 5"
"286","Promotor1000","H3-3",-40,0,"cluster 5"
"287","Promotor1000","H3-3",-40,0,"cluster 5"
"288","Promotor1000","H3-3",-40,0,"cluster 5"
"289","Promotor1000","H3-3",-40,0,"cluster 5"
"290","Promotor1000","H3-3",-40,0,"cluster 5"
"291","Promotor1000","H3-3",-40,0,"cluster 5"
"292","Promotor1000","H3-3",-40,0,"cluster 5"
"293","Promotor1000","H3-3",-40,0,"cluster 5"
"294","Promotor1000","H3-3",-40,0,"cluster 5"
"295","Promotor1000","H3-3",-40,0,"cluster 5"
"296","Promotor1000","H3-3",-40,0,"cluster 5"
"297","Promotor1000","H3-3",-40,0,"cluster 5"
"298","Promotor1000","H3-3",-40,0,"cluster 5"
"299","Promotor1000","H3-3",-40,0,"cluster 5"
"300","Promotor1000","H3-3",-40,0,"cluster 5"
"301","Promotor1000","H3-3",-40,0,"cluster 5"
"302","Promotor1000","H3-3",-40,0.028,"cluster 6"
"303","Promotor1000","H3-3",-40,0.028,"cluster 6"
"304","Promotor1000","H3-3",-40,0.028,"cluster 6"
"305","Promotor1000","H3-3",-40,0,"cluster 6"
"306","Promotor1000","H3-3",-40,0,"cluster 6"
"307","Promotor1000","H3-3",-40,0,"cluster 6"
"308","Promotor1000","H3-3",-40,0,"cluster 7"
"309","Promotor1000","H3-3",-40,0.5,"cluster 8"
"310","Promotor1000","H3-3",-40,0,"cluster 8"
"311","Promotor1000","H3-3",-40,0,"cluster 8"
"312","Promotor1000","H3-3",-40,0.5,"cluster 8"
"313","Promotor1000","H3-3",-40,0.057,"cluster 8"
"314","Promotor1000","H3-3",-40,0.128,"cluster 8"
"315","Promotor1000","H3-3",-40,0.5,"cluster 8"
"316","Promotor1000","H3-3",-40,0.5,"cluster 8"
"317","Promotor1000","H3-3",-40,0,"cluster 8"
"318","Promotor1000","H3-3",-40,0.443,"cluster 8"
"319","Promotor1000","H3-3",-40,0.372,"cluster 8"
"320","Promotor1000","H3-3",-40,0,"cluster 8"
"321","Promotor1000","H3-3",-40,0.5,"cluster 8"
"322","Promotor1000","H3-3",-40,0.057,"cluster 8"
"323","Promotor1000","H3-3",-40,0.128,"cluster 8"
"324","Promotor1000","H3-3",-40,0.5,"cluster 8"
"325","Promotor1000","H3-3",-40,0.057,"cluster 8"
"326","Promotor1000","H3-3",-40,0.128,"cluster 8"
"327","Promotor1000","H3-3",-40,0.443,"cluster 8"
"328","Promotor1000","H3-3",-40,0.372,"cluster 8"
"329","Promotor1000","H3-3",-40,0.071,"cluster 8"
"330","Promotor1000","H3-3",-40,0.5,"cluster 9"
"331","Promotor1000","H3-3",-40,0.5,"cluster 9"
"332","Promotor1000","H3-3",-40,0,"cluster 9"
"333","Promotor1000","H3-3",-40,0,"cluster 9"
"334","Promotor1000","H3-3",-40,0.381,"cluster 9"
"335","Promotor1000","H3-3",-40,0.074,"cluster 9"
"336","Promotor1000","H3-3",-40,0.045,"cluster 9"
"337","Promotor1000","H3-3",-40,0.5,"cluster 9"
"338","Promotor1000","H3-3",-40,0.5,"cluster 9"
"339","Promotor1000","H3-3",-40,0.5,"cluster 9"
"340","Promotor1000","H3-3",-40,0.5,"cluster 9"
"341","Promotor1000","H3-3",-40,0,"cluster 9"
"342","Promotor1000","H3-3",-40,0.5,"cluster 9"
"343","Promotor1000","H3-3",-40,0.5,"cluster 9"
"344","Promotor1000","H3-3",-40,0.119,"cluster 9"
"345","Promotor1000","H3-3",-40,0.426,"cluster 9"
"346","Promotor1000","H3-3",-40,0.455,"cluster 9"
"347","Promotor1000","H3-3",-40,0,"cluster 9"
"348","Promotor1000","H3-3",-40,0,"cluster 9"
"349","Promotor1000","H3-3",-40,0,"cluster 9"
"350","Promotor1000","H3-3",-40,0,"cluster 9"
"351","Promotor1000","H3-3",-40,0.5,"cluster 9"
"352","Promotor1000","H3-3",-40,0.5,"cluster 9"
"353","Promotor1000","H3-3",-40,0.119,"cluster 9"
"354","Promotor1000","H3-3",-40,0.426,"cluster 9"
"355","Promotor1000","H3-3",-40,0.455,"cluster 9"
"356","Promotor1000","H3-3",-40,0,"cluster 9"
"357","Promotor1000","H3-3",-40,0,"cluster 9"
"358","Promotor1000","H3-3",-40,0,"cluster 9"
"359","Promotor1000","H3-3",-40,0,"cluster 9"
"360","Promotor1000","H3-3",-40,0,"cluster 9"
"361","Promotor1000","H3-3",-40,0.381,"cluster 9"
"362","Promotor1000","H3-3",-40,0.074,"cluster 9"
"363","Promotor1000","H3-3",-40,0.045,"cluster 9"
"364","Promotor1000","H3-3",-40,0.5,"cluster 9"
"365","Promotor1000","H3-3",-40,0.5,"cluster 9"
"366","Promotor1000","H3-3",-40,0.5,"cluster 9"
"367","Promotor1000","H3-3",-40,0.5,"cluster 9"
"368","Promotor1000","H3-3",-40,0.381,"cluster 9"
"369","Promotor1000","H3-3",-40,0.074,"cluster 9"
"370","Promotor1000","H3-3",-40,0.045,"cluster 9"
"371","Promotor1000","H3-3",-40,0.5,"cluster 9"
"372","Promotor1000","H3-3",-40,0.5,"cluster 9"
"373","Promotor1000","H3-3",-40,0.5,"cluster 9"
"374","Promotor1000","H3-3",-40,0.5,"cluster 9"
"375","Promotor1000","H3-3",-40,0.307,"cluster 9"
"376","Promotor1000","H3-3",-40,0.336,"cluster 9"
"377","Promotor1000","H3-3",-40,0.119,"cluster 9"
"378","Promotor1000","H3-3",-40,0.119,"cluster 9"
"379","Promotor1000","H3-3",-40,0.119,"cluster 9"
"380","Promotor1000","H3-3",-40,0.119,"cluster 9"
"381","Promotor1000","H3-3",-40,0.029,"cluster 9"
"382","Promotor1000","H3-3",-40,0.426,"cluster 9"
"383","Promotor1000","H3-3",-40,0.426,"cluster 9"
"384","Promotor1000","H3-3",-40,0.426,"cluster 9"
"385","Promotor1000","H3-3",-40,0.426,"cluster 9"
"386","Promotor1000","H3-3",-40,0.455,"cluster 9"
"387","Promotor1000","H3-3",-40,0.455,"cluster 9"
"388","Promotor1000","H3-3",-40,0.455,"cluster 9"
"389","Promotor1000","H3-3",-40,0.455,"cluster 9"
"390","Promotor1000","H3-3",-40,0,"cluster 9"
"391","Promotor1000","H3-3",-40,0,"cluster 9"
"392","Promotor1000","H3-3",-40,0,"cluster 9"
"393","Promotor1000","H3-3",-40,0,"cluster 9"
"394","Promotor1000","H3-3",-40,0,"cluster 9"
"395","Promotor1000","H3-3",-40,0,"cluster 9"
"396","Promotor1000","H3-3",-40,0,"cluster 10"
"397","Promotor1000","H3-3",-40,0.443,"cluster 11"
"398","Promotor1000","H3-3",-40,0,"cluster 12"
"399","Promotor1000","H3-3",-40,0.404,"cluster 15"
"400","Promotor1000","H3-3",-40,0.5,"cluster 17"
"401","Promotor1000","H3-3",-40,0.038,"cluster 18"
"402","Promotor1000","H3-3",-40,0,"cluster 18"
"403","Promotor1000","H3-3",-40,0.191,"cluster 18"
"404","Promotor1000","H3-3",-40,0,"cluster 18"
"405","Promotor1000","H3-3",-40,0,"cluster 18"
"406","Promotor1000","H3-3",-40,0.371,"cluster 18"
"407","Promotor1000","H3-3",-40,0.47,"cluster 18"
"408","Promotor1000","H3-3",-40,0,"cluster 18"
"409","Promotor1000","H3-3",-40,0.038,"cluster 18"
"410","Promotor1000","H3-3",-40,0.153,"cluster 18"
"411","Promotor1000","H3-3",-40,0.038,"cluster 18"
"412","Promotor1000","H3-3",-40,0.038,"cluster 18"
"413","Promotor1000","H3-3",-40,0.333,"cluster 18"
"414","Promotor1000","H3-3",-40,0.432,"cluster 18"
"415","Promotor1000","H3-3",-40,0.038,"cluster 18"
"416","Promotor1000","H3-3",-40,0.191,"cluster 18"
"417","Promotor1000","H3-3",-40,0,"cluster 18"
"418","Promotor1000","H3-3",-40,0,"cluster 18"
"419","Promotor1000","H3-3",-40,0.371,"cluster 18"
"420","Promotor1000","H3-3",-40,0.47,"cluster 18"
"421","Promotor1000","H3-3",-40,0,"cluster 18"
"422","Promotor1000","H3-3",-40,0.191,"cluster 18"
"423","Promotor1000","H3-3",-40,0.191,"cluster 18"
"424","Promotor1000","H3-3",-40,0.18,"cluster 18"
"425","Promotor1000","H3-3",-40,0.279,"cluster 18"
"426","Promotor1000","H3-3",-40,0.191,"cluster 18"
"427","Promotor1000","H3-3",-40,0,"cluster 18"
"428","Promotor1000","H3-3",-40,0.371,"cluster 18"
"429","Promotor1000","H3-3",-40,0.47,"cluster 18"
"430","Promotor1000","H3-3",-40,0,"cluster 18"
"431","Promotor1000","H3-3",-40,0.371,"cluster 18"
"432","Promotor1000","H3-3",-40,0.47,"cluster 18"
"433","Promotor1000","H3-3",-40,0,"cluster 18"
"434","Promotor1000","H3-3",-40,0.099,"cluster 18"
"435","Promotor1000","H3-3",-40,0.371,"cluster 18"
"436","Promotor1000","H3-3",-40,0.47,"cluster 18"
"437","Promotor1000","H3-3",-40,0,"cluster 19"
"438","Promotor1000","H3-3",-40,0,"cluster 19"
"439","Promotor1000","H3-3",-40,0,"cluster 19"
"440","Promotor1000","H3-3",-40,0,"cluster 19"
